No.,チャンネル,動画番号,動画ID,YouTubeID,タイトル,台本,台本番号,作成フラグ,進捗,品質チェック結果,文字数,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,更新日時,音声整形,音声検証,音声生成,音声品質,DALL-Eプロンプト（URL・テキスト指示込み）,台本パス,悩みタグ_メイン,悩みタグ_サブ,ライフシーン,キーコンセプト,ベネフィット一言,たとえ話イメージ,説明文_リード,説明文_この動画でわかること,台本型,史実エピソード候補
224,CH01,224,CH01-224,,【偽善者の特徴】笑顔で近づいてくる「いい人」の仮面を剥ぐ方法,workspaces/scripts/CH01/224/content/assembled.md,CH01-224,,投稿済み,,61,その笑顔、偽物。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。天使の仮面を被った悪魔が、握手を求めている様子。仮面の隙間から鋭い目が見える。画面中央に「その笑顔、偽物。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,表面的な優しさに騙されないための洞察力を養う。,人を信じやすく、詐欺や利用されやすい人。,【導入】詐欺師は、最高にいい人の顔をして現れます。【本題】言葉ではなく行動を見よ。彼らは「あなたのため」と言いながら、自分の利益しか考えていません。違和感は、あなたの本能からの警告です。【結論】直感を信じろ。甘い言葉には、必ず毒がある。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/224/content/assembled.md,自己犠牲,自己犠牲,日常,偽善者の特徴,表面的な優しさに騙されないための洞察力を養う。,空のコップ,【自己犠牲】で苦しいあなたへ──ブッダの視点で心を整える話。,"・偽善者の特徴の捉え方
・表面的な優しさに騙されないための洞察力を養うの実践",kata3,
225,CH01,225,CH01-225,,【親不孝のすすめ】親の期待に応えるな。あなたの人生はあなたのもの,workspaces/scripts/CH01/225/content/assembled.md,CH01-225,,投稿済み,,63,親を、捨てろ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。親から伸びる操り糸をハサミで切り、自分の足で歩き出す人物。決別と自立。画面中央に「親を、捨てろ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,親からの精神的自立（親殺し）を促す。,毒親や、親の干渉に苦しんでいる人。,【導入】親を悲しませたくない。その思いがあなたを縛り付けています。【本題】親と子は別の人間です。親の期待を満たすために生きる必要はありません。精神的なへその緒を切れ。【結論】親不孝と言われてもいい。自分の人生を生きることが、最大の親孝行になる日が来る。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/225/content/assembled.md,親不孝のすすめ,親不孝のすすめ,日常,親不孝のすすめ,親からの精神的自立（親殺し）を促す。,心の雲,【親不孝のすすめ】で苦しいあなたへ──ブッダの視点で心を整える話。,"・親不孝のすすめの捉え方
・親からの精神的自立（親殺し）を促すの実践",kata2,
226,CH01,226,CH01-226,,【鈍感力】いちいち気にしない人が、結局一番強い理由,workspaces/scripts/CH01/226/content/assembled.md,CH01-226,,投稿済み,,56,気づかないフリをせよ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。矢が飛んできても、全く気づかずに本を読んでいる人物。矢は体に当たらず落ちている。画面中央に「気づかないフリをせよ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,繊細すぎる人に、鈍感であることの強さと処世術を説く。,HSPや、些細なことで傷つきやすい人。,【導入】空気を読みすぎて疲れていませんか？【本題】敏感さは才能ですが、現代社会では弱点にもなります。あえて空気を読まない。嫌味を言われても「え？何のこと？」と聞き流す。【結論】最強の鎧は、鈍感さです。スルー力（りょく）を磨け。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/226/content/assembled.md,鈍感力,鈍感力,日常,りょく,繊細すぎる人に、鈍感であることの強さと処世術を説く。,心の雲,【鈍感力】で苦しいあなたへ──ブッダの視点で心を整える話。,"・りょくの捉え方
・繊細すぎる人に 鈍感であることの強さと処世術を説の実践",kata2,
227,CH01,227,CH01-227,,【断る力】NOと言えない人は、一生他人の奴隷で終わる,workspaces/scripts/CH01/227/content/assembled.md,CH01-227,,投稿済み,,57,断れ。嫌われろ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。大量の依頼書をゴミ箱に捨て、清々しい顔で帰る人物。自分の時間の確保。画面中央に「断れ。嫌われろ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,断ることへの罪悪感を消し、自分の時間を守る重要性を説く。,頼まれると断れない、優柔不断な人。,【導入】断ったら嫌われる。そう思って引き受けて、後悔していませんか？【本題】あなたの時間は命です。どうでもいい頼み事で命を削るな。断ることは、相手を否定することではなく、自分を肯定すること。【結論】1秒で断れ。それで離れていく縁なら、最初からいらない。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/227/content/assembled.md,人間関係,距離感,日常,断る力,断ることへの罪悪感を消し、自分の時間を守る重要性を説く。,重い鎖,【人間関係】で苦しいあなたへ──ブッダの視点で心を整える話。,"・断る力の捉え方
・断ることへの罪悪感を消し 自分の時間を守る重要性の実践",kata2,
228,CH01,228,CH01-228,,【見栄を張るな】自分を大きく見せようとする人が、一番小さく見える,workspaces/scripts/CH01/228/content/assembled.md,CH01-228,,投稿済み,,63,見栄は、恥だ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。大きな影（虚像）を作って威嚇しているが、本体は震えている小さなネズミ。画面中央に「見栄は、恥だ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,等身大の自分を受け入れ、虚勢を張る無意味さを説く。,SNSでリア充アピールをしてしまう、プライドが高い人。,【導入】ブランド品で武装しても、中身は変わりません。【本題】実るほど頭を垂れる稲穂かな。本当にすごい人は、自分をすごく見せる必要がない。見栄は自信のなさの裏返し。【結論】鎧を脱げ。弱さをさらけ出せる人こそが、本当に強い人だ。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/228/content/assembled.md,見栄を張るな,比較,SNS,見栄を張るな,等身大の自分を受け入れ、虚勢を張る無意味さを説く。,心の雲,【見栄を張るな】で苦しいあなたへ──ブッダの視点で心を整える話。,"・見栄を張るなの捉え方
・等身大の自分を受け入れ 虚勢を張る無意味さを説くの実践",kata3,
229,CH01,229,CH01-229,,【努力の罠】「頑張れば報われる」は嘘。正しい場所で戦え,workspaces/scripts/CH01/229/content/assembled.md,CH01-229,,投稿済み,,58,努力は、裏切る。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。砂漠で必死に釣りをしている人物。場所が間違っている。画面中央に「努力は、裏切る。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,盲目的な努力を否定し、戦略的な努力の重要性を説く。,頑張っているのに結果が出ない、報われないと感じている人。,【導入】努力は必ず報われる？いいえ、間違った努力は平気で裏切ります。【本題】魚が木登りの練習をしても無駄です。自分の才能、勝てる場所を見極めること。置かれた場所で咲くな、咲ける場所に移動せよ。【結論】苦しいだけの努力は今すぐやめろ。勝てる戦をせよ。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/229/content/assembled.md,努力の罠,努力の罠,日常,努力の罠,盲目的な努力を否定し、戦略的な努力の重要性を説く。,心の雲,【努力の罠】で苦しいあなたへ──ブッダの視点で心を整える話。,"・努力の罠の捉え方
・盲目的な努力を否定し 戦略的な努力の重要性を説くの実践",kata1,
230,CH01,230,CH01-230,,【執着の断捨離】過去の栄光にしがみつく人が、老害になる理由,workspaces/scripts/CH01/230/content/assembled.md,CH01-230,,投稿済み,,60,過去を、燃やせ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。自分の銅像（過去の栄光）をハンマーで壊し、新しい道を作る人物。破壊と創造。画面中央に「過去を、燃やせ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,過去への執着が成長を止めることを説き、アップデートを促す。,「昔はよかった」が口癖の人、変化を恐れる人。,【導入】昔の自慢話ばかりしていませんか？それは成長が止まっている証拠です。【本題】過去の実績は、今日の役には立ちません。手放さないと、新しいものは掴めない。ヘビは脱皮しなければ死ぬ。【結論】昨日までの自分を殺せ。毎日が生まれ変わりだ。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/230/content/assembled.md,執着の断捨離,執着の断捨離,日常,執着,過去への執着が成長を止めることを説き、アップデートを促す。,心の雲,【執着の断捨離】で苦しいあなたへ──ブッダの視点で心を整える話。,"・執着の捉え方
・過去への執着が成長を止めることを説き アップデーの実践",kata3,
231,CH01,231,CH01-231,,【無関心の力】「どうでもいい」と呟くだけで、人生は9割うまくいく,workspaces/scripts/CH01/231/content/assembled.md,CH01-231,,投稿済み,,3584,どうでも、いい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。宇宙空間に浮かび、地球を眺めながらリラックスしている人物。悩みからの解放。画面中央に「どうでも、いい。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,過剰な責任感や悩みを、「どうでもいい」という言葉で手放す。,真面目すぎて、全てを背負い込んでしまう人。,【導入】真面目な人ほど、鬱になります。【本題】世の中の9割は、あなたが悩んでも解決しないことです。「知らんがな」「どうでもいい」。この言葉は魔法の呪文。責任感を捨てる勇気。【結論】宇宙から見れば、あなたの悩みなんて塵のようなもの。,2025-12-19T05:45:42.158677Z,済,完了 (forced) 2025-12-19,完了 (forced) 2025-12-19,完了 (forced) 2025-12-19,,workspaces/scripts/CH01/231/content/assembled.md,,,,,,,,,kata1,
232,CH01,232,CH01-232,,【嘘の効用】正直者がバカを見る世界で、賢く生きるための「嘘」の技術,workspaces/scripts/CH01/232/content/assembled.md,CH01-232,,投稿済み,,64,嘘も、方便。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。仮面をつけて舞踏会で踊る人物たち。華やかだが、本音は隠されている。画面中央に「嘘も、方便。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,嘘＝悪という固定観念を壊し、自分と他人を守るための嘘を肯定する。,嘘をつくことに罪悪感を感じ、正直すぎて損をしている人。,【導入】嘘をついてはいけないと教わりましたか？でも、大人はみんな嘘つきです。【本題】相手を傷つけない嘘、自分を守る嘘は「知恵」です。バカ正直はただの暴力になり得る。本音と建前を使いこなせ。【結論】優しい嘘は、愛だ。賢い嘘つきになれ。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/232/content/assembled.md,人間関係,嘘の効用,日常,嘘の効用,嘘＝悪という固定観念を壊し、自分と他人を守るための嘘を肯定す,重い鎖,【人間関係】で苦しいあなたへ──ブッダの視点で心を整える話。,"・嘘の効用の捉え方
・嘘＝悪という固定観念を壊し 自分と他人を守るための実践",kata1,
233,CH01,233,CH01-233,,【他人の目】「変な人」と思われたら勝ち。常識を疑え,workspaces/scripts/CH01/233/content/assembled.md,CH01-233,TRUE,投稿済み,,3265,変人と、呼ばれろ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。モノクロの世界で、一人だけカラフルな色を放っている人物。周囲は驚いている。画面中央に「変人と、呼ばれろ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,同調圧力を跳ね除け、個性を貫くことの価値を説く。,人からどう思われるか気にして、行動できない人。,【導入】「普通」でありたいですか？普通とは「その他大勢」のことです。【本題】歴史を変えたのは、いつだって「変人」と呼ばれた人たちでした。常識は凡人の偏見。指をさされることを誇りに思え。【結論】狂気こそが、天才の証明。あなたの「変」は才能だ。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/233/content/assembled.md,,,,,,,,,kata3,
234,CH01,234,CH01-234,,【死の受容】明日死ぬとしても、あなたは今日と同じ一日を過ごしますか？,workspaces/scripts/CH01/234/content/assembled.md,CH01-234,,投稿済み,,65,明日、死ぬなら。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。死神とチェスをしている人物。真剣だが、楽しそうな表情。命がけのゲーム。画面中央に「明日、死ぬなら。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,死を突きつけることで、生の密度を高める。,なんとなく日々を消化している人。,【導入】余命1日と宣告されたら、その嫌な上司に頭を下げますか？【本題】死は最高の教師です。終わりを意識した瞬間、不要なものは全て削ぎ落とされる。本当に大切なものだけが残る。【結論】毎朝、死を思え。そして、生を貪れ。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/234/content/assembled.md,死の受容,死の受容,日常,死の受容,死を突きつけることで、生の密度を高める。,心の雲,【死の受容】で苦しいあなたへ──ブッダの視点で心を整える話。,"・死の受容の捉え方
・死を突きつけることで 生の密度を高めるの実践",kata3,
235,CH01,235,CH01-235,,【支配からの脱却】あなたをコントロールしようとする人の手口,workspaces/scripts/CH01/235/content/assembled.md,CH01-235,,投稿済み,,4116,支配を、断て。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。操り人形の糸をハサミで切り、支配者を睨みつける人物。覚醒。画面中央に「支配を、断て。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,マインドコントロールや洗脳（ガスライティング）の手口を暴く。,パートナーや上司の顔色ばかり伺っている人。,【導入】「お前のためを思って」と言う人が、一番あなたを縛っています。【本題】罪悪感を植え付ける、自信を奪う、情報を遮断する。これは支配の手口です。あなたは誰の所有物でもない。【結論】支配者にNOを突きつけろ。自分の頭で考え、自分の足で歩け。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/235/content/assembled.md,支配からの脱却,支配からの脱却,日常,支配からの脱却,マインドコントロールや洗脳（ガスライティング）の手口を暴く。,心の雲,【支配からの脱却】で苦しいあなたへ──ブッダの視点で心を整える話。,"・支配からの脱却の捉え方
・マインドコントロールや洗脳（ガスライティング）のの実践",kata1,
236,CH01,236,CH01-236,,【孤独死の真実】誰にも看取られずに死ぬことは、不幸なのか？,workspaces/scripts/CH01/236/content/assembled.md,CH01-236,,投稿済み,,60,野垂れ死に、上等。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。荒野で一人、静かに朽ちていく大木。荘厳で美しい最期。画面中央に「野垂れ死に、上等。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,孤独死への過度な恐怖を和らげ、死に様より生き様の重要性を説く。,独り身で、将来の孤独死を恐れている人。,【導入】孤独死は惨めですか？いいえ、誰にも迷惑をかけない立派な最期です。【本題】病院で管に繋がれて延命されるより、自宅で一人静かに逝く。それは「孤高死」です。死に方ではなく、どう生きたかが全て。【結論】最期は一人。覚悟を決めれば、老後は怖くない。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/236/content/assembled.md,老後,焦り,老後,孤独死の真実,孤独死への過度な恐怖を和らげ、死に様より生き様の重要性を説く,止まった時計,【老後】で苦しいあなたへ──ブッダの視点で心を整える話。,"・孤独死の真実の捉え方
・孤独死への過度な恐怖を和らげ 死に様より生き様のの実践",kata3,
237,CH01,237,CH01-237,,【諦める力】夢は叶わない。だからこそ、人生は面白い,workspaces/scripts/CH01/237/content/assembled.md,CH01-237,TRUE,投稿済み,,2009,夢は、捨てろ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。ボロボロの地図（夢）を捨て、目の前の美しい風景に気づく人物。方向転換。画面中央に「夢は、捨てろ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,「夢を叶えなければならない」という呪縛から解放する。,夢破れて、人生に絶望している人。,【導入】夢を追いかけて苦しんでいませんか？【本題】諦めることは「明らかに極める」こと。自分の限界を知り、別の道を選ぶ知恵です。夢破れた場所から、本当の人生が始まります。【結論】執着を捨てろ。流れに身を任せれば、想像もしなかった景色が見える。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/237/content/assembled.md,,,,,,,,,kata1,
238,CH01,238,CH01-238,,【怒りの活用法】怒りは抑えるな。エネルギーに変えて行動しろ,workspaces/scripts/CH01/238/content/assembled.md,CH01-238,,投稿済み,,60,怒れ、動け。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。怒りの炎を背負い、力強く前進する人物。破壊ではなく建設的なエネルギー。画面中央に「怒れ、動け。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,怒りを否定せず、行動の原動力（ガソリン）として利用する。,怒りを溜め込みすぎて、無気力になっている人。,【導入】怒ってはいけない？いいえ、怒りは生きる力です。【本題】理不尽への怒り、自分への怒り。それを飲み込むと毒になりますが、吐き出せばロケット燃料になります。世界を変えるのは、いつだって「怒れる人」です。【結論】中指を立てろ。そして、その手で未来を掴み取れ。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/238/content/assembled.md,怒りの活用法,怒りの活用法,日常,怒りの活用法,怒りを否定せず、行動の原動力（ガソリン）として利用する。,心の雲,【怒りの活用法】で苦しいあなたへ──ブッダの視点で心を整える話。,"・怒りの活用法の捉え方
・怒りを否定せず 行動の原動力（ガソリン）として利の実践",kata2,
239,CH01,239,CH01-239,,【嫉妬される快感】人から妬まれるようになったら、一人前である理由,workspaces/scripts/CH01/239/content/assembled.md,CH01-239,TRUE,投稿済み,,4630,妬まれて、一流。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。スポットライトを浴びて輝く人物と、その影で歯ぎしりする有象無象。画面中央に「妬まれて、一流。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,嫉妬されることをポジティブに捉え直し、自己肯定感を高める。,人からの嫉妬を恐れて、目立たないようにしている人。,【導入】誰からも嫌われない人は、誰からも必要とされていない人です。【本題】出る杭は打たれますが、出すぎた杭は打たれません。嫉妬はあなたが輝いている税金のようなもの。有名税です。【結論】もっと輝け。影（アンチ）が濃いのは、光が強い証拠だ。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/239/content/assembled.md,,,,,,,,,kata3,
240,CH01,240,CH01-240,,【無駄の効用】人生の豊かさは「無駄な時間」にこそ宿る,workspaces/scripts/CH01/240/content/assembled.md,CH01-240,TRUE,投稿済み,,3815,無駄こそ、宝。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。曲がりくねった山道を楽しそうに歩く人物。直線道路を急ぐ車との対比。画面中央に「無駄こそ、宝。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,効率至上主義に疲れ、心の余裕を失っている人を救う。,常にコスパ、タイパを気にして生き急いでいる人。,【導入】最短ルートが正解とは限りません。【本題】寄り道、道草、無駄話。効率化で削ぎ落とされた部分にこそ、人間らしさと幸せがあります。機械になるな、人間であれ。【結論】あえて遠回りをしよう。そこには、Googleマップに載っていない宝物がある。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/240/content/assembled.md,,,,,,,,,kata2,
241,CH01,241,CH01-241,,【媚びない生き方】誰にでもいい顔をする八方美人は、誰からも信用されない,workspaces/scripts/CH01/241/content/assembled.md,CH01-241,,投稿済み,,66,媚びるな、嫌われろ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。王様の前でも堂々と頭を下げずに立っている人物。誇り高き姿。画面中央に「媚びるな、嫌われろ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,八方美人のリスクを説き、自分軸を持つ重要性を伝える。,みんなに好かれようとして、疲弊している人。,【導入】全員に好かれようとするのは、全員に嘘をつくのと同じです。【本題】媚びる人は、自分の意見がない人。信用されません。嫌われることを恐れず、自分の旗を掲げろ。敵ができる数だけ、熱狂的な味方もできます。【結論】自分を貫け。それがカリスマ性だ。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/241/content/assembled.md,媚びない生き方,媚びない生き方,日常,媚びない生き方,八方美人のリスクを説き、自分軸を持つ重要性を伝える。,心の雲,【媚びない生き方】で苦しいあなたへ──ブッダの視点で心を整える話。,"・媚びない生き方の捉え方
・八方美人のリスクを説き 自分軸を持つ重要性を伝えの実践",kata2,
242,CH01,242,CH01-242,,【弱さの開示】「助けて」と言える人が、結局一番愛される,workspaces/scripts/CH01/242/content/assembled.md,CH01-242,,投稿済み,,58,弱さは、愛嬌。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。ボロボロの鎧を脱ぎ捨て、笑顔で仲間に手を差し伸べる人物。画面中央に「弱さは、愛嬌。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,強がることをやめ、弱さを見せることで愛される逆説を説く。,一人で頑張りすぎて、孤立しているリーダータイプの人。,【導入】完璧な人間は、近寄りがたいだけです。【本題】隙（スキ）を見せろ。人は、誰かの役に立ちたい生き物です。「助けて」は相手への信頼の証。弱さをさらけ出すことで、相手の心を開くことができます。【結論】鎧を脱ごう。ダメなあなただからこそ、愛されるのです。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/242/content/assembled.md,人間関係,弱さの開示,日常,スキ,強がることをやめ、弱さを見せることで愛される逆説を説く。,重い鎖,【人間関係】で苦しいあなたへ──ブッダの視点で心を整える話。,"・スキの捉え方
・強がることをやめ 弱さを見せることで愛される逆説の実践",kata3,
243,CH01,243,CH01-243,,【老いの受容】アンチエイジングという無駄な抵抗をやめる勇気,workspaces/scripts/CH01/243/content/assembled.md,CH01-243,,投稿済み,,60,老いは、進化だ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。美しく年を重ねた老人が、若者よりも魅力的に微笑んでいる様子。画面中央に「老いは、進化だ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,若さへの執着を捨て、老いを成熟として肯定する。,鏡を見るたびにシワや白髪を気にしている人。,【導入】若作りは痛々しいだけです。【本題】老いは劣化ではなく、熟成です。ワインやアンティークのように、年を重ねるごとに価値が増す生き方。シワは人生の年輪。【結論】堂々と老けろ。その顔には、あなたの歴史が刻まれている。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/243/content/assembled.md,老いの受容,老いの受容,日常,執着,若さへの執着を捨て、老いを成熟として肯定する。,心の雲,【老いの受容】で苦しいあなたへ──ブッダの視点で心を整える話。,"・執着の捉え方
・若さへの執着を捨て 老いを成熟として肯定するの実践",kata3,
244,CH01,244,CH01-244,,【直感の力】論理で考えるな。違和感こそが正解だ,workspaces/scripts/CH01/244/content/assembled.md,CH01-244,TRUE,投稿済み,,4393,直感を、信じろ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。迷路を無視して、壁を突き破ってゴールへ向かう人物。直感的な行動。画面中央に「直感を、信じろ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,思考偏重を戒め、野生の勘（直感）を取り戻させる。,考えすぎて動けない、頭でっかちになっている人。,【導入】理由はないけど、なんか嫌だ。その感覚は100%正しいです。【本題】脳は嘘をつきますが、腸（ハラ）は嘘をつきません。論理は後付けの言い訳。動物的な勘を研ぎ澄ませ。【結論】考えるな、感じろ。あなたの魂は、答えを知っている。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/244/content/assembled.md,,,,,,,,,kata2,
245,CH01,245,CH01-245,,【比較の罠】隣の芝生は青くない。実は人工芝かもしれない,workspaces/scripts/CH01/245/content/assembled.md,CH01-245,,投稿済み,,58,比べるな、狂う。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。美しい庭に見えるが、近くで見ると作り物（セット）である様子。裏側の暴露。画面中央に「比べるな、狂う。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,他人との比較が無意味であることを、皮肉を交えて説く。,SNSを見て、他人のキラキラした生活に落ち込む人。,【導入】あの人は幸せそうでいいな。本当にそうですか？【本題】SNSは切り取られた虚構です。その裏には、泥沼の借金や家庭崩壊があるかもしれない。他人の「表」と自分の「裏」を比べるな。【結論】スマホを置け。あなたの幸せは、画面の中にはない。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/245/content/assembled.md,比較の罠,比較,SNS,比較の罠,他人との比較が無意味であることを、皮肉を交えて説く。,穴の空いたバケツ,【比較の罠】で苦しいあなたへ──ブッダの視点で心を整える話。,"・比較の罠の捉え方
・他人との比較が無意味であることを 皮肉を交えて説の実践",kata3,
246,CH01,246,CH01-246,,【逃げ場所の確保】心の避難所（サードプレイス）を持たない人は脆い,workspaces/scripts/CH01/246/content/assembled.md,CH01-246,,投稿済み,,63,隠れ家を、持て。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。秘密基地のような隠れ家で、一人静かにコーヒーを飲む人物。安らぎ。画面中央に「隠れ家を、持て。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,家庭と職場以外の居場所を持つ重要性を説く。,家と会社の往復だけで、息が詰まっている人。,【導入】逃げ場がないと、人は追い詰められます。【本題】職場という柱、家庭という柱。2本だけでは折れた時に倒れます。趣味、行きつけの店、一人旅。利害関係のない第3の場所を持て。【結論】心のシェルターを作ろう。そこでは、あなたは誰の親でも上司でもない、ただのあなたに戻れる。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/246/content/assembled.md,逃げ場所の確保,逃げ場所の確保,職場,逃げ場所の確保,家庭と職場以外の居場所を持つ重要性を説く。,心の雲,【逃げ場所の確保】で苦しいあなたへ──ブッダの視点で心を整える話。,"・逃げ場所の確保の捉え方
・家庭と職場以外の居場所を持つ重要性を説くの実践",kata1,
247,CH01,247,CH01-247,,【恩を売るな】「してあげた」と思った瞬間、それは善行ではなく取引になる,workspaces/scripts/CH01/247/content/assembled.md,CH01-247,TRUE,投稿済み,,3183,恩は、忘れろ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。川に花を流している人物。振り返らずに去っていく。執着のなさ。画面中央に「恩は、忘れろ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,見返りを求める親切（偽善）を戒め、真の奉仕（無償の愛）を説く。,見返りがないと不満を感じる、恩着せがましい人。,【導入】感謝されないと腹が立ちますか？なら、最初からやるな。【本題】見返りを求めた時点で、それはビジネスです。本当の親切は、やった瞬間に忘れるもの。陰徳を積む。【結論】川に流せ。善行は、忘れた頃に大きな海となって返ってくる。,2025-12-04 09:13:49,,,,,,workspaces/scripts/CH01/247/content/assembled.md,,,,,,,,,kata3,
